Away_Team,Away_Score,Home_Team,Home_Score,Year,day,tourney_game
Iowa State,60,Oklahoma,81,2018,3/2/2018,0
Rutgers,75,Purdue,82,2018,3/2/2018,0
Austin Peay,79,Belmont,94,2018,3/2/2018,0
Pepperdine,85,Santa Clara,69,2018,3/2/2018,0
Wisconsin,59,Maryland,54,2018,3/1/2018,0
Longwood,53,Radford,59,2018,3/1/2018,0
Iowa,71,Michigan,77,2018,3/1/2018,0
Gardner-Webb,68,Winthrop,72,2018,3/1/2018,0
St. Peter's,60,Monmouth,58,2018,3/1/2018,0
Northwestern,57,Penn State,65,2018,3/1/2018,0
Loyola (MD),78,Bucknell,83,2018,3/1/2018,0
Wichita State,75,UCF,71,2018,3/1/2018,0
Florida International,89,Charlotte,83,2018,3/1/2018,0
Lafayette,54,Colgate,76,2018,3/1/2018,0
Howard,78,Coppin State,71,2018,3/1/2018,0
Morgan State,80,Delaware State,87,2018,3/1/2018,0
Tulsa,72,East Carolina,58,2018,3/1/2018,0
Northern Iowa,60,Evansville,50,2018,3/1/2018,0
North Florida,72,Florida Gulf Coast,95,2018,3/1/2018,0
South Alabama,74,Georgia Southern,81,2018,3/1/2018,0
Troy,83,Georgia State,70,2018,3/1/2018,0
Tennessee Tech,70,Jacksonville State,73,2018,3/1/2018,0
Boston University,88,Lehigh,82,2018,3/1/2018,0
Holy Cross,81,Navy,65,2018,3/1/2018,0
Charleston Southern,66,North Carolina-Asheville,71,2018,3/1/2018,0
North Carolina A&T,59,North Carolina Central,70,2018,3/1/2018,0
Florida Atlantic,64,Old Dominion,69,2018,3/1/2018,0
Siena,58,Quinnipiac,67,2018,3/1/2018,0
Savannah State,94,South Carolina State,81,2018,3/1/2018,0
Grambling,84,Alabama A&M,74,2018,3/1/2018,0
Marshall,77,Alabama-Birmingham,91,2018,3/1/2018,0
Jackson State,60,Alabama State,62,2018,3/1/2018,0
Prairie View,79,Alcorn State,69,2018,3/1/2018,0
Bethune-Cookman,89,Florida A&M,77,2018,3/1/2018,0
North Carolina State,75,Georgia Tech,78,2018,3/1/2018,0
Rutgers,76,Indiana,69,2018,3/1/2018,0
Jacksonville,62,Lipscomb,77,2018,3/1/2018,0
Arkansas State,74,Louisiana,85,2018,3/1/2018,0
Arkansas-Little Rock,44,Louisiana-Monroe,48,2018,3/1/2018,0
Virginia,67,Louisville,66,2018,3/1/2018,0
Western Kentucky,64,Middle Tennessee,82,2018,3/1/2018,0
Hampton,74,Norfolk State,71,2018,3/1/2018,0
UTSA,62,North Texas,80,2018,3/1/2018,0
UTEP,70,Rice,76,2018,3/1/2018,0
Texas Southern,90,Southern,88,2018,3/1/2018,0
University of California,53,Arizona State,84,2018,3/1/2018,0
Eastern Illinois,66,Austin Peay,73,2018,3/1/2018,0
Liberty,73,Campbell,59,2018,3/1/2018,0
Southern Utah,51,Eastern Washington,74,2018,3/1/2018,0
Marist,57,Fairfield,71,2018,3/1/2018,0
South Florida,75,Memphis,51,2018,3/1/2018,0
Valparaiso,79,Missouri State,83,2018,3/1/2018,0
Weber State,57,Montana,75,2018,3/1/2018,0
Idaho State,101,Montana State,78,2018,3/1/2018,0
Cincinnati,78,Tulane,49,2018,3/1/2018,0
Oregon,76,Washington State,78,2018,3/1/2018,0
Stanford,67,Arizona,75,2018,3/1/2018,0
Hawaii,59,UC-Davis,70,2018,3/1/2018,0
Cal Poly,63,UC-Riverside,72,2018,3/1/2018,0
Northern Arizona,52,Idaho,66,2018,3/1/2018,0
North Dakota,90,Sacramento State,73,2018,3/1/2018,0
Long Beach State,70,UCSB,69,2018,3/1/2018,0
Northern Colorado,85,Portland State,78,2018,3/1/2018,0
Oregon State,77,Washington,79,2018,3/1/2018,0
Illinois,87,Iowa,96,2018,2/28/2018,0
LSU,74,South Carolina,83,2018,2/28/2018,0
Providence,74,Xavier,84,2018,2/28/2018,0
Temple,66,UConn,72,2018,2/28/2018,0
Saint Louis,69,Duquesne,76,2018,2/28/2018,0
Fordham,56,George Washington,72,2018,2/28/2018,0
Ole Miss,78,Kentucky,96,2018,2/28/2018,0
Dayton,53,La Salle,71,2018,2/28/2018,0
St. Francis (NY),50,LIU-Brooklyn,73,2018,2/28/2018,0
Robert Morris,60,Mount St. Mary's,56,2018,2/28/2018,0
Nicholls State,73,Northwestern State,70,2018,2/28/2018,0
Pitt,56,Notre Dame,73,2018,2/28/2018,0
UMass,65,Richmond,90,2018,2/28/2018,0
Fairleigh Dickinson,84,Saint Francis (PA),75,2018,2/28/2018,0
Southern Illinois-Edwardsville,51,Tennessee Tech,60,2018,2/28/2018,0
George Mason,81,VCU,80,2018,2/28/2018,0
Central Connecticut,61,Wagner,73,2018,2/28/2018,0
Sam Houston State,70,Central Arkansas,88,2018,2/28/2018,0
Texas A&M,61,Georgia,60,2018,2/28/2018,0
Houston Baptist,71,Incarnate Word,83,2018,2/28/2018,0
Rutgers,65,Minnesota,54,2018,2/28/2018,0
Southeastern Louisiana,68,New Orleans,64,2018,2/28/2018,0
Villanova,69,Seton Hall,68,2018,2/28/2018,0
Abilene Christian,56,Stephen F. Austin,76,2018,2/28/2018,0
McNeese State,70,Texas A&M-Corpus Christi,82,2018,2/28/2018,0
Syracuse,70,Boston College,85,2018,2/28/2018,0
Florida State,63,Clemson,76,2018,2/28/2018,0
New Mexico,108,Colorado State,87,2018,2/28/2018,0
Houston,69,SMU,56,2018,2/28/2018,0
Butler,68,St. John's (NY),75,2018,2/28/2018,0
Eastern Illinois,73,Tennessee State,71,2018,2/28/2018,0
Air Force,54,Wyoming,66,2018,2/28/2018,0
Cal State Fullerton,102,Cal State Northridge,76,2018,2/28/2018,0
Utah State,62,San Jose State,64,2018,2/28/2018,0
Nevada,101,UNLV,75,2018,2/28/2018,0
Florida,73,Alabama,52,2018,2/27/2018,0
Binghamton,54,Albany (NY),71,2018,2/27/2018,0
Akron,68,Buffalo,80,2018,2/27/2018,0
Ball State,51,Central Michigan,75,2018,2/27/2018,0
Presbyterian,51,Charleston Southern,68,2018,2/27/2018,0
UMBC,62,Hartford,53,2018,2/27/2018,0
Longwood,68,High Point,55,2018,2/27/2018,0
Oklahoma State,80,Iowa State,71,2018,2/27/2018,0
Miami (OH),83,Kent State,90,2018,2/27/2018,0
American,86,Lafayette,93,2018,2/27/2018,0
Army,79,Loyola (MD),82,2018,2/27/2018,0
Vermont,74,Maine,62,2018,2/27/2018,0
Tennessee,76,Mississippi State,54,2018,2/27/2018,0
UMass-Lowell,92,New Hampshire,77,2018,2/27/2018,0
Bowling Green State,59,Ohio,75,2018,2/27/2018,0
St. Joseph's,78,Rhode Island,48,2018,2/27/2018,0
Missouri,74,Vanderbilt,66,2018,2/27/2018,0
Eastern Michigan,74,Western Michigan,58,2018,2/27/2018,0
Toledo,97,Northern Illinois,67,2018,2/27/2018,0
Auburn,82,Arkansas,91,2018,2/27/2018,0
Oklahoma,64,Baylor,87,2018,2/27/2018,0
DePaul,57,Creighton,82,2018,2/27/2018,0
Miami (FL),91,UNC,88,2018,2/27/2018,0
Davidson,113,St. Bonaventure,117,2018,2/27/2018,0
Kansas State,59,Texas Christian,66,2018,2/27/2018,0
Boise State,64,San Diego State,72,2018,2/27/2018,0
North Carolina A&T,86,Bethune-Cookman,80,2018,2/26/2018,0
James Madison,90,Elon,84,2018,2/26/2018,0
South Carolina Upstate,76,Florida Gulf Coast,96,2018,2/26/2018,0
Marquette,90,Georgetown,86,2018,2/26/2018,0
Norfolk State,79,Howard,74,2018,2/26/2018,0
Kennesaw State,68,Jacksonville,87,2018,2/26/2018,0
Delaware State,47,Maryland-Eastern Shore,59,2018,2/26/2018,0
North Florida,80,NJIT,76,2018,2/26/2018,0
Duke,63,Virginia Tech,64,2018,2/26/2018,0
South Carolina State,74,Florida A&M,76,2018,2/26/2018,0
Mississippi Valley State,79,Grambling,74,2018,2/26/2018,0
Arkansas-Pine Bluff,48,Jackson State,51,2018,2/26/2018,0
Stetson,73,Lipscomb,89,2018,2/26/2018,0
Coppin State,56,Morgan State,69,2018,2/26/2018,0
Alabama A&M,58,Prairie View,71,2018,2/26/2018,0
North Carolina Central,75,Savannah State,85,2018,2/26/2018,0
Fresno State,54,Air Force,48,2018,2/26/2018,0
Texas,70,Kansas,80,2018,2/26/2018,0
Alabama State,77,Texas Southern,95,2018,2/26/2018,0
Texas Tech,74,West Virginia,84,2018,2/26/2018,0
Tulsa,74,Cincinnati,82,2018,2/25/2018,0
Northern Kentucky,75,IUPUI,56,2018,2/25/2018,0
Chattanooga,65,Virginia Military Institute,68,2018,2/25/2018,0
Michigan State,68,Wisconsin,63,2018,2/25/2018,0
Marist,74,Canisius,98,2018,2/25/2018,0
Furman,79,ETSU,76,2018,2/25/2018,0
UNLV,90,New Mexico,91,2018,2/25/2018,0
Iona,101,Rider,110,2018,2/25/2018,0
Siena,48,St. Peter's,65,2018,2/25/2018,0
UCF,56,Temple,75,2018,2/25/2018,0
Citadel,75,Western Carolina,92,2018,2/25/2018,0
Mercer,69,Wofford,68,2018,2/25/2018,0
East Carolina,58,Houston,109,2018,2/25/2018,0
Illinois,75,Rutgers,62,2018,2/25/2018,0
UCLA,76,Colorado,80,2018,2/25/2018,0
Memphis,83,UConn,79,2018,2/25/2018,0
Colorado State,83,Nevada,92,2018,2/25/2018,0
Samford,75,North Carolina-Greensboro,88,2018,2/25/2018,0
Minnesota,60,Purdue,84,2018,2/25/2018,0
Penn State,64,Nebraska,76,2018,2/25/2018,0
Wright State,88,UIC,81,2018,2/25/2018,0
Quinnipiac,86,Manhattan,92,2018,2/25/2018,0
Florida State,72,North Carolina State,92,2018,2/25/2018,0
Northwestern,70,Iowa,77,2018,2/25/2018,0
Marquette,62,DePaul,70,2018,2/24/2018,0
Davidson,71,Duquesne,60,2018,2/24/2018,0
Northern Illinois,53,Eastern Michigan,82,2018,2/24/2018,0
Providence,74,Georgetown,69,2018,2/24/2018,0
Michigan,85,Maryland,61,2018,2/24/2018,0
UMass-Lowell,75,UMBC,83,2018,2/24/2018,0
Tulane,79,South Florida,68,2018,2/24/2018,0
Seton Hall,81,St. John's (NY),74,2018,2/24/2018,0
Baylor,72,Texas Christian,82,2018,2/24/2018,0
Monmouth,66,Fairfield,69,2018,2/24/2018,0
Tennessee,73,Ole Miss,65,2018,2/24/2018,0
Louisville,75,Virginia Tech,68,2018,2/24/2018,0
Miami (OH),64,Akron,62,2018,2/24/2018,0
Bucknell,80,American,61,2018,2/24/2018,0
Boston University,61,Army,59,2018,2/24/2018,0
Holy Cross,53,Colgate,59,2018,2/24/2018,0
Villanova,83,Creighton,89,2018,2/24/2018,0
Green Bay,107,Detroit,97,2018,2/24/2018,0
Southern Illinois,44,Evansville,75,2018,2/24/2018,0
LSU,82,Georgia,93,2018,2/24/2018,0
High Point,45,Liberty,65,2018,2/24/2018,0
Sacred Heart,77,LIU-Brooklyn,88,2018,2/24/2018,0
Illinois State,61,Loyola (IL),68,2018,2/24/2018,0
Boston College,78,Miami (FL),79,2018,2/24/2018,0
Eastern Kentucky,66,Morehead State,70,2018,2/24/2018,0
Loyola (MD),56,Navy,62,2018,2/24/2018,0
North Dakota State,84,Nebraska-Omaha,62,2018,2/24/2018,0
Missouri State,56,Northern Iowa,71,2018,2/24/2018,0
Wichita State,84,SMU,78,2018,2/24/2018,0
Sacramento State,74,Southern Utah,77,2018,2/24/2018,0
Oklahoma State,64,Texas,65,2018,2/24/2018,0
Incarnate Word,69,Texas A&M-Corpus Christi,62,2018,2/24/2018,0
USC,74,Utah,58,2018,2/24/2018,0
College of Charleston,104,William & Mary,114,2018,2/24/2018,0
Charleston Southern,78,Winthrop,75,2018,2/24/2018,0
Ohio,82,Buffalo,108,2018,2/24/2018,0
St. Francis (NY),75,Central Connecticut,78,2018,2/24/2018,0
Georgia Tech,67,Clemson,75,2018,2/24/2018,0
Valparaiso,69,Drake,64,2018,2/24/2018,0
Radford,70,Longwood,47,2018,2/24/2018,0
South Carolina,68,Mississippi State,72,2018,2/24/2018,0
Milwaukee,70,Oakland,72,2018,2/24/2018,0
Notre Dame,76,Wake Forest,71,2018,2/24/2018,0
Utah State,65,Air Force,75,2018,2/24/2018,0
Savannah State,92,Bethune-Cookman,121,2018,2/24/2018,0
Hartford,67,Binghamton,57,2018,2/24/2018,0
Indiana State,66,Bradley,64,2018,2/24/2018,0
Washington,68,University of California,51,2018,2/24/2018,0
Presbyterian,56,Campbell,72,2018,2/24/2018,0
James Madison,66,Delaware,68,2018,2/24/2018,0
North Carolina-Wilmington,83,Drexel,82,2018,2/24/2018,0
Southern Illinois-Edwardsville,56,Eastern Illinois,68,2018,2/24/2018,0
Bryant,83,Fairleigh Dickinson,87,2018,2/24/2018,0
La Salle,73,Fordham,60,2018,2/24/2018,0
North Carolina-Asheville,61,Gardner-Webb,72,2018,2/24/2018,0
Towson,86,Hofstra,91,2018,2/24/2018,0
Delaware State,74,Howard,93,2018,2/24/2018,0
Pacific,71,Loyola Marymount,74,2018,2/24/2018,0
Norfolk State,74,Maryland-Eastern Shore,63,2018,2/24/2018,0
Houston Baptist,79,McNeese State,88,2018,2/24/2018,0
Wagner,62,Mount St. Mary's,73,2018,2/24/2018,0
Northern Colorado,79,North Dakota,66,2018,2/24/2018,0
Virginia,66,Pitt,37,2018,2/24/2018,0
North Carolina Central,79,South Carolina State,102,2018,2/24/2018,0
Kansas,74,Texas Tech,72,2018,2/24/2018,0
Texas A&M,89,Vanderbilt,81,2018,2/24/2018,0
Central Arkansas,74,Abilene Christian,72,2018,2/24/2018,0
UT-Martin,72,Southeast Missouri State,66,2018,2/24/2018,0
Georgia State,81,Texas-Arlington,89,2018,2/24/2018,0
Georgia Southern,81,Texas State,77,2018,2/24/2018,0
Louisiana-Monroe,67,Troy,73,2018,2/24/2018,0
Arkansas,76,Alabama,73,2018,2/24/2018,0
Southern,85,Alcorn State,89,2018,2/24/2018,0
Appalachian State,69,Arkansas-Little Rock,67,2018,2/24/2018,0
Tennessee State,59,Belmont,84,2018,2/24/2018,0
Brown,68,Cornell,73,2018,2/24/2018,0
Syracuse,44,Duke,60,2018,2/24/2018,0
North Carolina A&T,77,Florida A&M,83,2018,2/24/2018,0
UMass,76,George Mason,78,2018,2/24/2018,0
Arkansas-Pine Bluff,75,Grambling,66,2018,2/24/2018,0
Morgan State,38,Hampton,57,2018,2/24/2018,0
Bowling Green State,63,Kent State,64,2018,2/24/2018,0
Kansas State,77,Oklahoma,86,2018,2/24/2018,0
Alabama State,74,Prairie View,80,2018,2/24/2018,0
Dartmouth,47,Princeton,64,2018,2/24/2018,0
St. Joseph's,72,Richmond,70,2018,2/24/2018,0
Santa Clara,40,Saint Mary's (CA),67,2018,2/24/2018,0
Iowa State,70,West Virginia,85,2018,2/24/2018,0
Maine,79,Albany (NY),89,2018,2/24/2018,0
Northeastern,81,Elon,59,2018,2/24/2018,0
North Texas,54,Florida Atlantic,74,2018,2/24/2018,0
Rice,64,Florida International,67,2018,2/24/2018,0
South Dakota State,97,IPFW,90,2018,2/24/2018,0
Lafayette,64,Lehigh,79,2018,2/24/2018,0
Charlotte,75,Marshall,103,2018,2/24/2018,0
Alabama-Birmingham,54,Middle Tennessee,79,2018,2/24/2018,0
New Orleans,64,Nicholls State,78,2018,2/24/2018,0
Southeastern Louisiana,86,Northwestern State,62,2018,2/24/2018,0
Harvard,71,Penn,74,2018,2/24/2018,0
Robert Morris,60,Saint Francis (PA),80,2018,2/24/2018,0
Washington State,84,Stanford,86,2018,2/24/2018,0
Lamar,71,Stephen F. Austin,66,2018,2/24/2018,0
Vermont,69,Stony Brook,60,2018,2/24/2018,0
Old Dominion,66,Western Kentucky,88,2018,2/24/2018,0
Cleveland State,99,Youngstown State,94,2018,2/24/2018,0
Coastal Carolina,88,Arkansas State,81,2018,2/24/2018,0
Murray State,73,Austin Peay,64,2018,2/24/2018,0
Gonzaga,79,BYU,65,2018,2/24/2018,0
UCSB,82,Cal State Northridge,73,2018,2/24/2018,0
UC-Riverside,63,UC-Davis,64,2018,2/24/2018,0
Yale,83,Columbia,73,2018,2/24/2018,0
Auburn,66,Florida,72,2018,2/24/2018,0
Mississippi Valley State,59,Jackson State,60,2018,2/24/2018,0
Missouri,66,Kentucky,87,2018,2/24/2018,0
Portland State,72,Northern Arizona,66,2018,2/24/2018,0
Arizona State,75,Oregon State,79,2018,2/24/2018,0
Portland,64,Pepperdine,75,2018,2/24/2018,0
George Washington,53,Saint Louis,62,2018,2/24/2018,0
Louisiana,88,South Alabama,71,2018,2/24/2018,0
Jacksonville State,66,Tennessee Tech,57,2018,2/24/2018,0
Chicago State,75,Texas-Rio Grande Valley,83,2018,2/24/2018,0
Louisiana Tech,64,UTSA,74,2018,2/24/2018,0
St. Bonaventure,68,VCU,63,2018,2/24/2018,0
Denver,89,Western Illinois,52,2018,2/24/2018,0
Seattle,57,Cal State Bakersfield,64,2018,2/24/2018,0
Utah Valley,59,Grand Canyon,60,2018,2/24/2018,0
Eastern Washington,74,Idaho State,69,2018,2/24/2018,0
Montana State,63,Montana,90,2018,2/24/2018,0
UMKC,58,New Mexico State,82,2018,2/24/2018,0
Southern Miss,44,UTEP,73,2018,2/24/2018,0
Alabama A&M,71,Texas Southern,106,2018,2/24/2018,0
Idaho,68,Weber State,62,2018,2/24/2018,0
Long Beach State,71,Cal State Fullerton,81,2018,2/24/2018,0
Wyoming,78,Fresno State,68,2018,2/24/2018,0
Arizona,93,Oregon,98,2018,2/24/2018,0
San Diego,64,San Francisco,61,2018,2/24/2018,0
San Diego State,71,San Jose State,59,2018,2/24/2018,0
UC-Irvine,66,Hawaii,57,2018,2/24/2018,0
Wright State,56,IUPUI,66,2018,2/23/2018,0
Mercer,83,Citadel,70,2018,2/23/2018,0
Central Michigan,76,Toledo,89,2018,2/23/2018,0
Brown,82,Columbia,89,2018,2/23/2018,0
Yale,82,Cornell,80,2018,2/23/2018,0
Wofford,75,ETSU,71,2018,2/23/2018,0
Marist,76,Niagara,100,2018,2/23/2018,0
Chattanooga,51,North Carolina-Greensboro,72,2018,2/23/2018,0
Dartmouth,46,Penn,74,2018,2/23/2018,0
Harvard,72,Princeton,66,2018,2/23/2018,0
St. Peter's,52,Quinnipiac,43,2018,2/23/2018,0
Dayton,56,Rhode Island,81,2018,2/23/2018,0
Samford,89,Virginia Military Institute,82,2018,2/23/2018,0
Furman,78,Western Carolina,55,2018,2/23/2018,0
Northern Kentucky,79,UIC,72,2018,2/23/2018,0
Ohio State,80,Indiana,78,2018,2/23/2018,0
Western Michigan,87,Ball State,80,2018,2/23/2018,0
Manhattan,75,Iona,88,2018,2/23/2018,0
Sacred Heart,94,Bryant,84,2018,2/22/2018,0
Wagner,64,Central Connecticut,62,2018,2/22/2018,0
Campbell,68,Charleston Southern,72,2018,2/22/2018,0
UConn,52,Cincinnati,77,2018,2/22/2018,0
Elon,58,College of Charleston,79,2018,2/22/2018,0
Milwaukee,72,Detroit,49,2018,2/22/2018,0
Delaware,83,Drexel,85,2018,2/22/2018,0
Saint Francis (PA),90,Fairleigh Dickinson,82,2018,2/22/2018,0
Rice,79,Florida Atlantic,76,2018,2/22/2018,0
North Texas,68,Florida International,69,2018,2/22/2018,0
Longwood,56,High Point,75,2018,2/22/2018,0
Purdue,93,Illinois,86,2018,2/22/2018,0
North Florida,81,Jacksonville,86,2018,2/22/2018,0
Hofstra,77,James Madison,61,2018,2/22/2018,0
Radford,63,Liberty,50,2018,2/22/2018,0
Kennesaw State,74,Lipscomb,83,2018,2/22/2018,0
Old Dominion,84,Marshall,79,2018,2/22/2018,0
Rider,77,Monmouth,91,2018,2/22/2018,0
UT-Martin,53,Morehead State,70,2018,2/22/2018,0
Robert Morris,53,Mount St. Mary's,72,2018,2/22/2018,0
Winthrop,75,North Carolina-Asheville,89,2018,2/22/2018,0
Towson,75,Northeastern,80,2018,2/22/2018,0
Wisconsin,70,Northwestern,64,2018,2/22/2018,0
Green Bay,96,Oakland,90,2018,2/22/2018,0
Gardner-Webb,78,Presbyterian,63,2018,2/22/2018,0
NJIT,76,South Carolina Upstate,67,2018,2/22/2018,0
Florida Gulf Coast,76,Stetson,60,2018,2/22/2018,0
North Carolina-Wilmington,83,William & Mary,96,2018,2/22/2018,0
Texas A&M-Corpus Christi,76,Abilene Christian,67,2018,2/22/2018,0
Coastal Carolina,65,Arkansas-Little Rock,60,2018,2/22/2018,0
Appalachian State,79,Arkansas State,82,2018,2/22/2018,0
Murray State,76,Eastern Illinois,66,2018,2/22/2018,0
Southeast Missouri State,88,Eastern Kentucky,91,2018,2/22/2018,0
St. Francis (NY),76,LIU-Brooklyn,81,2018,2/22/2018,0
Oral Roberts,83,Nebraska-Omaha,75,2018,2/22/2018,0
Sacramento State,53,Northern Arizona,58,2018,2/22/2018,0
Louisiana-Monroe,66,South Alabama,62,2018,2/22/2018,0
South Dakota,72,South Dakota State,76,2018,2/22/2018,0
Austin Peay,86,Southern Illinois-Edwardsville,82,2018,2/22/2018,0
Portland State,96,Southern Utah,91,2018,2/22/2018,0
Tennessee State,64,Tennessee Tech,69,2018,2/22/2018,0
Georgia Southern,63,Texas-Arlington,83,2018,2/22/2018,0
UMKC,83,Texas-Rio Grande Valley,59,2018,2/22/2018,0
Southern Miss,56,UTSA,64,2018,2/22/2018,0
Georgia State,77,Texas State,50,2018,2/22/2018,0
Louisiana,81,Troy,76,2018,2/22/2018,0
North Dakota State,74,Western Illinois,82,2018,2/22/2018,0
Charlotte,55,Western Kentucky,93,2018,2/22/2018,0
Seattle,64,Grand Canyon,76,2018,2/22/2018,0
Idaho,83,Idaho State,86,2018,2/22/2018,0
Belmont,67,Jacksonville State,78,2018,2/22/2018,0
Houston,85,Memphis,91,2018,2/22/2018,0
Chicago State,67,New Mexico State,78,2018,2/22/2018,0
Arizona,75,Oregon State,65,2018,2/22/2018,0
Gonzaga,77,San Diego,72,2018,2/22/2018,0
Washington,78,Stanford,94,2018,2/22/2018,0
Louisiana Tech,72,UTEP,74,2018,2/22/2018,0
UCLA,78,Utah,84,2018,2/22/2018,0
Eastern Washington,75,Weber State,70,2018,2/22/2018,0
Cal State Northridge,86,Cal Poly,90,2018,2/22/2018,0
Utah Valley,70,Cal State Bakersfield,47,2018,2/22/2018,0
UCSB,49,UC-Irvine,69,2018,2/22/2018,0
San Francisco,84,Pacific,74,2018,2/22/2018,0
Pepperdine,61,Saint Mary's (CA),75,2018,2/22/2018,0
Loyola Marymount,65,Santa Clara,64,2018,2/22/2018,0
Washington State,78,University of California,76,2018,2/22/2018,0
Long Beach State,63,Hawaii,74,2018,2/22/2018,0
Arizona State,68,Oregon,75,2018,2/22/2018,0
BYU,72,Portland,60,2018,2/22/2018,0
Xavier,89,Georgetown,77,2018,2/21/2018,0
Seton Hall,89,Providence,77,2018,2/21/2018,0
Georgia,57,South Carolina,66,2018,2/21/2018,0
Lafayette,65,Boston University,81,2018,2/21/2018,0
Navy,61,Bucknell,85,2018,2/21/2018,0
Army,83,Colgate,87,2018,2/21/2018,0
Fordham,52,Davidson,76,2018,2/21/2018,0
SMU,77,East Carolina,58,2018,2/21/2018,0
Richmond,77,George Washington,103,2018,2/21/2018,0
New Hampshire,56,Hartford,65,2018,2/21/2018,0
American,64,Holy Cross,70,2018,2/21/2018,0
Evansville,53,Indiana State,58,2018,2/21/2018,0
Lehigh,80,Loyola (MD),74,2018,2/21/2018,0
Stony Brook,64,UMBC,57,2018,2/21/2018,0
VCU,82,UMass,78,2018,2/21/2018,0
Maine,76,UMass-Lowell,88,2018,2/21/2018,0
Nicholls State,96,McNeese State,79,2018,2/21/2018,0
Canisius,95,Niagara,88,2018,2/21/2018,0
Texas Tech,71,Oklahoma State,79,2018,2/21/2018,0
Michigan,72,Penn State,63,2018,2/21/2018,0
George Mason,79,St. Joseph's,76,2018,2/21/2018,0
New Orleans,54,Sam Houston State,57,2018,2/21/2018,0
Fairfield,70,Siena,69,2018,2/21/2018,0
Duquesne,67,St. Bonaventure,73,2018,2/21/2018,0
UNC,78,Syracuse,74,2018,2/21/2018,0
Binghamton,54,Vermont,75,2018,2/21/2018,0
Georgia Tech,54,Virginia,65,2018,2/21/2018,0
Clemson,58,Virginia Tech,65,2018,2/21/2018,0
Tulane,86,Wichita State,93,2018,2/21/2018,0
Alabama,71,Auburn,90,2018,2/21/2018,0
Lamar,87,Houston Baptist,73,2018,2/21/2018,0
Drake,81,Illinois State,89,2018,2/21/2018,0
Northwestern State,66,Incarnate Word,54,2018,2/21/2018,0
Texas Christian,89,Iowa State,83,2018,2/21/2018,0
St. John's (NY),73,Marquette,85,2018,2/21/2018,0
Bradley,82,Missouri State,78,2018,2/21/2018,0
Loyola (IL),75,Southern Illinois,56,2018,2/21/2018,0
Central Arkansas,62,Stephen F. Austin,97,2018,2/21/2018,0
DePaul,62,Villanova,93,2018,2/21/2018,0
San Diego State,67,Air Force,56,2018,2/21/2018,0
Boise State,87,Colorado State,54,2018,2/21/2018,0
Louisville,56,Duke,82,2018,2/21/2018,0
Texas,48,Kansas State,58,2018,2/21/2018,0
Iowa,82,Minnesota,86,2018,2/21/2018,0
Wake Forest,63,Pitt,57,2018,2/21/2018,0
Florida,57,Tennessee,62,2018,2/21/2018,0
UCF,61,Tulsa,70,2018,2/21/2018,0
Cal State Fullerton,65,UC-Riverside,69,2018,2/21/2018,0
USC,75,Colorado,64,2018,2/21/2018,0
San Jose State,67,Nevada,80,2018,2/21/2018,0
Fresno State,77,UNLV,64,2018,2/21/2018,0
Northern Illinois,68,Ball State,77,2018,2/20/2018,0
West Virginia,71,Baylor,60,2018,2/20/2018,0
Akron,81,Bowling Green State,79,2018,2/20/2018,0
Creighton,70,Butler,93,2018,2/20/2018,0
Citadel,84,ETSU,82,2018,2/20/2018,0
Toledo,79,Eastern Michigan,85,2018,2/20/2018,0
Virginia Military Institute,54,Furman,76,2018,2/20/2018,0
Rhode Island,95,La Salle,93,2018,2/20/2018,0
Western Carolina,64,Mercer,81,2018,2/20/2018,0
Buffalo,81,Miami (OH),84,2018,2/20/2018,0
Illinois,61,Michigan State,81,2018,2/20/2018,0
Boston College,66,North Carolina State,82,2018,2/20/2018,0
Kent State,76,Ohio,88,2018,2/20/2018,0
Rutgers,52,Ohio State,79,2018,2/20/2018,0
Mississippi State,93,Texas A&M,81,2018,2/20/2018,0
Central Michigan,81,Western Michigan,83,2018,2/20/2018,0
North Carolina-Greensboro,76,Wofford,66,2018,2/20/2018,0
Kentucky,87,Arkansas,72,2018,2/20/2018,0
Saint Louis,50,Dayton,53,2018,2/20/2018,0
Vanderbilt,78,LSU,88,2018,2/20/2018,0
Ole Miss,90,Missouri,87,2018,2/20/2018,0
Indiana,57,Nebraska,66,2018,2/20/2018,0
Northern Iowa,68,Valparaiso,63,2018,2/20/2018,0
New Mexico,119,Wyoming,114,2018,2/20/2018,0
Coppin State,51,Delaware State,69,2018,2/19/2018,0
Savannah State,102,Hampton,114,2018,2/19/2018,0
Oakland,67,IUPUI,74,2018,2/19/2018,0
Bethune-Cookman,96,Morgan State,95,2018,2/19/2018,0
Maryland-Eastern Shore,69,North Carolina A&T,78,2018,2/19/2018,0
Howard,66,North Carolina Central,83,2018,2/19/2018,0
Youngstown State,51,Northern Kentucky,70,2018,2/19/2018,0
Maryland,71,Northwestern,64,2018,2/19/2018,0
Miami (FL),77,Notre Dame,74,2018,2/19/2018,0
Cleveland State,63,Wright State,72,2018,2/19/2018,0
Southern,60,Alabama A&M,50,2018,2/19/2018,0
Texas Southern,61,Arkansas-Pine Bluff,62,2018,2/19/2018,0
